,reaction,metabolite,sample_id,flux
1221,EX_MGlcn127(e),MGlcn127(e),Cancer4,4.433595781481308e-12
1222,EX_MGlcn127(e),MGlcn127(e),Cancer5,5.731233438216632e-12
1223,EX_MGlcn127(e),MGlcn127(e),Cancer6,4.6657943175852074e-07
1224,EX_MGlcn127(e),MGlcn127(e),Cancer7,6.636098938551042e-14
1225,EX_MGlcn127(e),MGlcn127(e),Healthy1,3.35969593534111e-10
1226,EX_MGlcn127(e),MGlcn127(e),Healthy2,1.1955439572984238e-14
1227,EX_MGlcn127(e),MGlcn127(e),Healthy4,6.666357972509759e-15
1228,EX_MGlcn127(e),MGlcn127(e),Healthy5,2.445221916456554e-12
1229,EX_MGlcn127(e),MGlcn127(e),Healthy7,3.3307731402304665e-13
1230,EX_MGlcn127(e),MGlcn127(e),Healthy8,4.379767965169041e-10
1231,EX_MGlcn127_rl(e),MGlcn127_rl(e),Cancer1,3.5861340995705367e-10
1232,EX_MGlcn127_rl(e),MGlcn127_rl(e),Cancer2,1.1028681863001294e-13
1233,EX_MGlcn127_rl(e),MGlcn127_rl(e),Cancer3,1.2318789387696538e-11
1234,EX_MGlcn127_rl(e),MGlcn127_rl(e),Cancer4,4.268351995597906e-12
1235,EX_MGlcn127_rl(e),MGlcn127_rl(e),Cancer6,2.8272096412499355e-08
1236,EX_MGlcn127_rl(e),MGlcn127_rl(e),Cancer7,7.686026327679672e-14
1237,EX_MGlcn127_rl(e),MGlcn127_rl(e),Healthy3,3.6941435578942285e-10
1238,EX_MGlcn127_rl(e),MGlcn127_rl(e),Healthy4,1.3211332579638236e-14
1239,EX_MGlcn127_rl(e),MGlcn127_rl(e),Healthy5,1.3437392664009307e-12
1240,EX_MGlcn127_rl(e),MGlcn127_rl(e),Healthy6,1.7067350110865246e-12
1241,EX_MGlcn127_rl(e),MGlcn127_rl(e),Healthy7,1.0145647614526695e-13
1242,EX_MGlcn127_rl(e),MGlcn127_rl(e),Healthy8,2.86861528735098e-09
1243,EX_MGlcn128(e),MGlcn128(e),Cancer1,1.090920517682021e-09
1244,EX_MGlcn128(e),MGlcn128(e),Cancer2,3.660865979395834e-13
1245,EX_MGlcn128(e),MGlcn128(e),Cancer3,4.780971235361582e-12
1246,EX_MGlcn128(e),MGlcn128(e),Cancer6,2.430198551099144e-07
1247,EX_MGlcn128(e),MGlcn128(e),Cancer7,1.6476768592810497e-13
1248,EX_MGlcn128(e),MGlcn128(e),Healthy3,5.131943395709385e-11
1249,EX_MGlcn128(e),MGlcn128(e),Healthy4,5.188683964077265e-15
1250,EX_MGlcn128(e),MGlcn128(e),Healthy5,3.0384316926837906e-13
1251,EX_MGlcn128(e),MGlcn128(e),Healthy6,5.140268500132271e-13
1252,EX_MGlcn128(e),MGlcn128(e),Healthy7,3.810593209273232e-14
1253,EX_MGlcn128(e),MGlcn128(e),Healthy8,2.5323884645522726e-09
1254,EX_MGlcn128_rl(e),MGlcn128_rl(e),Cancer1,4.171597779854088e-10
1255,EX_MGlcn128_rl(e),MGlcn128_rl(e),Cancer2,1.5536804153153737e-13
1256,EX_MGlcn128_rl(e),MGlcn128_rl(e),Cancer3,1.607184326314422e-11
1257,EX_MGlcn128_rl(e),MGlcn128_rl(e),Cancer4,5.068172866969735e-12
1258,EX_MGlcn128_rl(e),MGlcn128_rl(e),Cancer5,5.133308871598009e-12
1259,EX_MGlcn128_rl(e),MGlcn128_rl(e),Cancer6,2.5951356862683916e-07
1260,EX_MGlcn128_rl(e),MGlcn128_rl(e),Cancer7,1.8443946842507394e-13
1261,EX_MGlcn128_rl(e),MGlcn128_rl(e),Cancer8,1.2094498905167318e-11
1262,EX_MGlcn128_rl(e),MGlcn128_rl(e),Healthy2,1.8122812738152725e-14
1263,EX_MGlcn128_rl(e),MGlcn128_rl(e),Healthy3,7.867436567568597e-10
1264,EX_MGlcn128_rl(e),MGlcn128_rl(e),Healthy4,1.3371533284764861e-14
1265,EX_MGlcn128_rl(e),MGlcn128_rl(e),Healthy5,1.1278053847727429e-12
1266,EX_MGlcn128_rl(e),MGlcn128_rl(e),Healthy6,1.605044241263194e-11
1267,EX_MGlcn128_rl(e),MGlcn128_rl(e),Healthy7,7.186625190332101e-14
1268,EX_MGlcn128_rl(e),MGlcn128_rl(e),Healthy8,2.744801151100082e-09
1269,EX_MGlcn129(e),MGlcn129(e),Cancer1,2.7067717740596273e-10
1270,EX_MGlcn129(e),MGlcn129(e),Cancer2,3.2116398205396946e-13
1271,EX_MGlcn129(e),MGlcn129(e),Cancer3,1.4010476905969804e-12
1272,EX_MGlcn129(e),MGlcn129(e),Cancer4,2.315601845878663e-12
1273,EX_MGlcn129(e),MGlcn129(e),Cancer6,3.77899382648486e-07
1274,EX_MGlcn129(e),MGlcn129(e),Cancer7,5.577381010981539e-13
1275,EX_MGlcn129(e),MGlcn129(e),Cancer8,1.1904101499377878e-12
1276,EX_MGlcn129(e),MGlcn129(e),Healthy1,5.344720493518756e-10
1277,EX_MGlcn129(e),MGlcn129(e),Healthy2,2.7086411033492722e-14
1278,EX_MGlcn129(e),MGlcn129(e),Healthy3,7.732658481213909e-10
1279,EX_MGlcn129(e),MGlcn129(e),Healthy4,6.3446703525044115e-15
1280,EX_MGlcn129(e),MGlcn129(e),Healthy5,2.6227526749223867e-13
1281,EX_MGlcn129(e),MGlcn129(e),Healthy6,4.974325025491597e-13
1282,EX_MGlcn129(e),MGlcn129(e),Healthy7,2.025237051264224e-13
1283,EX_MGlcn129(e),MGlcn129(e),Healthy8,1.8728068551353388e-09
1284,EX_MGlcn129_rl(e),MGlcn129_rl(e),Cancer1,8.537544458195109e-10
1285,EX_MGlcn129_rl(e),MGlcn129_rl(e),Cancer2,1.5448911922760802e-13
1286,EX_MGlcn129_rl(e),MGlcn129_rl(e),Cancer3,1.577481569843791e-11
1287,EX_MGlcn129_rl(e),MGlcn129_rl(e),Cancer4,6.110491826544835e-12
1288,EX_MGlcn129_rl(e),MGlcn129_rl(e),Cancer5,8.389635349977206e-13
1289,EX_MGlcn129_rl(e),MGlcn129_rl(e),Cancer6,5.206818590326894e-08
1290,EX_MGlcn129_rl(e),MGlcn129_rl(e),Cancer7,1.2845814597502515e-13
1291,EX_MGlcn129_rl(e),MGlcn129_rl(e),Cancer8,1.2305734848612788e-11
1292,EX_MGlcn129_rl(e),MGlcn129_rl(e),Healthy1,2.5523805324069645e-10
1293,EX_MGlcn129_rl(e),MGlcn129_rl(e),Healthy2,1.5158269413877089e-13
1294,EX_MGlcn129_rl(e),MGlcn129_rl(e),Healthy3,1.5667237227653347e-09
1295,EX_MGlcn129_rl(e),MGlcn129_rl(e),Healthy4,1.6987343934338532e-14
1296,EX_MGlcn129_rl(e),MGlcn129_rl(e),Healthy5,1.2598462048617368e-12
1297,EX_MGlcn129_rl(e),MGlcn129_rl(e),Healthy6,1.196015886942917e-12
1298,EX_MGlcn129_rl(e),MGlcn129_rl(e),Healthy7,2.409823510983877e-13
1299,EX_MGlcn129_rl(e),MGlcn129_rl(e),Healthy8,3.1473766217028955e-10
1300,EX_MGlcn12_rl(e),MGlcn12_rl(e),Cancer1,1.6611259322952811e-09
1301,EX_MGlcn12_rl(e),MGlcn12_rl(e),Cancer2,5.619586711935996e-13
1302,EX_MGlcn12_rl(e),MGlcn12_rl(e),Cancer3,1.2568610919258507e-11
1303,EX_MGlcn12_rl(e),MGlcn12_rl(e),Cancer4,2.8782924520988966e-11
1304,EX_MGlcn12_rl(e),MGlcn12_rl(e),Cancer5,8.628806809543891e-11
1305,EX_MGlcn12_rl(e),MGlcn12_rl(e),Cancer6,2.4323666338771536e-06
1306,EX_MGlcn12_rl(e),MGlcn12_rl(e),Cancer7,4.76931502196072e-12
1307,EX_MGlcn12_rl(e),MGlcn12_rl(e),Cancer8,4.889415417696741e-10
1308,EX_MGlcn12_rl(e),MGlcn12_rl(e),Healthy1,1.7257148333161564e-08
1309,EX_MGlcn12_rl(e),MGlcn12_rl(e),Healthy2,2.855191983197238e-12
1310,EX_MGlcn12_rl(e),MGlcn12_rl(e),Healthy3,3.020454022427264e-08
1311,EX_MGlcn12_rl(e),MGlcn12_rl(e),Healthy4,3.149377449675835e-12
1312,EX_MGlcn12_rl(e),MGlcn12_rl(e),Healthy5,1.4866322128615046e-11
1313,EX_MGlcn12_rl(e),MGlcn12_rl(e),Healthy6,2.5266598610464596e-10
1314,EX_MGlcn12_rl(e),MGlcn12_rl(e),Healthy7,1.1791042167388748e-12
1315,EX_MGlcn12_rl(e),MGlcn12_rl(e),Healthy8,3.864902211515962e-09
1316,EX_MGlcn13(e),MGlcn13(e),Cancer1,1.0220508757974638e-09
1317,EX_MGlcn13(e),MGlcn13(e),Cancer2,4.1637075843500027e-13
1318,EX_MGlcn13(e),MGlcn13(e),Cancer3,5.486540982154048e-12
1319,EX_MGlcn13(e),MGlcn13(e),Cancer4,9.739623909275294e-12
1320,EX_MGlcn13(e),MGlcn13(e),Cancer5,1.1259617251897965e-11
1321,EX_MGlcn13(e),MGlcn13(e),Cancer6,7.820596017033678e-07
1322,EX_MGlcn13(e),MGlcn13(e),Cancer7,3.02810092741486e-12
1323,EX_MGlcn13(e),MGlcn13(e),Cancer8,1.7144638826844427e-10
1324,EX_MGlcn13(e),MGlcn13(e),Healthy1,8.051435101092064e-09
1325,EX_MGlcn13(e),MGlcn13(e),Healthy2,6.303022038942946e-13
1326,EX_MGlcn13(e),MGlcn13(e),Healthy3,2.0246363940583052e-08
1327,EX_MGlcn13(e),MGlcn13(e),Healthy4,1.0384327926725452e-12
1328,EX_MGlcn13(e),MGlcn13(e),Healthy5,7.337495963954572e-12
1329,EX_MGlcn13(e),MGlcn13(e),Healthy6,1.1883468705368885e-10
1330,EX_MGlcn13(e),MGlcn13(e),Healthy7,1.1682222063849697e-12
1331,EX_MGlcn13(e),MGlcn13(e),Healthy8,1.1856882292854363e-09
1332,EX_MGlcn130(e),MGlcn130(e),Cancer1,1.3887712973565456e-09
1333,EX_MGlcn130(e),MGlcn130(e),Cancer2,5.154642865689627e-13
1334,EX_MGlcn130(e),MGlcn130(e),Cancer3,2.6443001793953005e-11
1335,EX_MGlcn130(e),MGlcn130(e),Cancer4,5.109497996649811e-12
1336,EX_MGlcn130(e),MGlcn130(e),Cancer5,8.288879531223514e-13
1337,EX_MGlcn130(e),MGlcn130(e),Cancer6,2.913093930517984e-07
1338,EX_MGlcn130(e),MGlcn130(e),Cancer7,3.168860497470144e-13
1339,EX_MGlcn130(e),MGlcn130(e),Cancer8,1.0152973863718945e-12
1340,EX_MGlcn130(e),MGlcn130(e),Healthy1,9.490305064720356e-10
1341,EX_MGlcn130(e),MGlcn130(e),Healthy2,7.296212368984691e-14
1342,EX_MGlcn130(e),MGlcn130(e),Healthy3,5.89800970501575e-09
1343,EX_MGlcn130(e),MGlcn130(e),Healthy4,8.566082215037409e-15
1344,EX_MGlcn130(e),MGlcn130(e),Healthy5,2.278148802753256e-13
1345,EX_MGlcn130(e),MGlcn130(e),Healthy6,1.9474607716785697e-12
1346,EX_MGlcn130(e),MGlcn130(e),Healthy7,4.697707426738854e-13
1347,EX_MGlcn130(e),MGlcn130(e),Healthy8,7.942869274689395e-10
1348,EX_MGlcn130_rl(e),MGlcn130_rl(e),Cancer1,4.3523275968104044e-10
1349,EX_MGlcn130_rl(e),MGlcn130_rl(e),Cancer2,4.979926753836187e-13
1350,EX_MGlcn130_rl(e),MGlcn130_rl(e),Cancer3,1.1866540197118558e-11
1351,EX_MGlcn130_rl(e),MGlcn130_rl(e),Cancer4,2.39364765366264e-12
1352,EX_MGlcn130_rl(e),MGlcn130_rl(e),Cancer5,2.041401751240833e-12
1353,EX_MGlcn130_rl(e),MGlcn130_rl(e),Cancer6,2.3285674053613172e-07
1354,EX_MGlcn130_rl(e),MGlcn130_rl(e),Cancer7,7.89121540292998e-13
1355,EX_MGlcn130_rl(e),MGlcn130_rl(e),Cancer8,1.1415784319940007e-11
1356,EX_MGlcn130_rl(e),MGlcn130_rl(e),Healthy2,2.1846243710185638e-13
1357,EX_MGlcn130_rl(e),MGlcn130_rl(e),Healthy3,2.0529325379424606e-09
1358,EX_MGlcn130_rl(e),MGlcn130_rl(e),Healthy4,2.6888482682852106e-14
1359,EX_MGlcn130_rl(e),MGlcn130_rl(e),Healthy5,1.6249777861156304e-12
1360,EX_MGlcn130_rl(e),MGlcn130_rl(e),Healthy6,6.062565484751732e-12
1361,EX_MGlcn130_rl(e),MGlcn130_rl(e),Healthy7,3.8051667661374287e-13
1362,EX_MGlcn130_rl(e),MGlcn130_rl(e),Healthy8,1.093196342812433e-09
1363,EX_MGlcn131(e),MGlcn131(e),Cancer1,8.349134637346377e-10
1364,EX_MGlcn131(e),MGlcn131(e),Cancer2,4.825959344558543e-13
1365,EX_MGlcn131(e),MGlcn131(e),Cancer3,1.997630861571805e-11
1366,EX_MGlcn131(e),MGlcn131(e),Cancer4,2.98523708176167e-12
1367,EX_MGlcn131(e),MGlcn131(e),Cancer6,2.875359009223486e-07
1368,EX_MGlcn131(e),MGlcn131(e),Cancer7,2.54548466668904e-12
1369,EX_MGlcn131(e),MGlcn131(e),Cancer8,3.62051122992934e-12
1370,EX_MGlcn131(e),MGlcn131(e),Healthy1,1.3751361066248247e-09
1371,EX_MGlcn131(e),MGlcn131(e),Healthy2,3.0651495278434745e-13
1372,EX_MGlcn131(e),MGlcn131(e),Healthy3,9.160025897525864e-09
1373,EX_MGlcn131(e),MGlcn131(e),Healthy4,1.0252845439064316e-14
1374,EX_MGlcn131(e),MGlcn131(e),Healthy5,4.809612365429959e-14
1375,EX_MGlcn131(e),MGlcn131(e),Healthy6,2.175840818271614e-11
1376,EX_MGlcn131(e),MGlcn131(e),Healthy7,5.448216979160214e-13
1377,EX_MGlcn131(e),MGlcn131(e),Healthy8,1.3102132502216509e-09
1378,EX_MGlcn131_rl(e),MGlcn131_rl(e),Cancer1,1.1498112186199567e-09
1379,EX_MGlcn131_rl(e),MGlcn131_rl(e),Cancer2,4.451676805988852e-13
1380,EX_MGlcn131_rl(e),MGlcn131_rl(e),Cancer3,7.819603173669822e-12
1381,EX_MGlcn131_rl(e),MGlcn131_rl(e),Cancer4,1.312054923127194e-12
1382,EX_MGlcn131_rl(e),MGlcn131_rl(e),Cancer5,2.614658664972169e-12
1383,EX_MGlcn131_rl(e),MGlcn131_rl(e),Cancer6,5.162676450003236e-07
1384,EX_MGlcn131_rl(e),MGlcn131_rl(e),Cancer7,5.92844119145181e-13
1385,EX_MGlcn131_rl(e),MGlcn131_rl(e),Cancer8,9.478280842009618e-12
1386,EX_MGlcn131_rl(e),MGlcn131_rl(e),Healthy1,1.0898255805969767e-10
1387,EX_MGlcn131_rl(e),MGlcn131_rl(e),Healthy2,4.382822177705292e-14
1388,EX_MGlcn131_rl(e),MGlcn131_rl(e),Healthy3,8.6542539970124e-09
1389,EX_MGlcn131_rl(e),MGlcn131_rl(e),Healthy4,3.430105877641122e-14
1390,EX_MGlcn131_rl(e),MGlcn131_rl(e),Healthy5,1.0239839312480668e-12
1391,EX_MGlcn131_rl(e),MGlcn131_rl(e),Healthy6,1.0635790014949492e-11
1392,EX_MGlcn131_rl(e),MGlcn131_rl(e),Healthy7,7.825940674694255e-13
1393,EX_MGlcn131_rl(e),MGlcn131_rl(e),Healthy8,2.794673763586141e-09
1394,EX_MGlcn132(e),MGlcn132(e),Cancer1,6.499838959047363e-11
1395,EX_MGlcn132(e),MGlcn132(e),Cancer2,2.4663098504588184e-13
1396,EX_MGlcn132(e),MGlcn132(e),Cancer3,1.5386953333075635e-11
1397,EX_MGlcn132(e),MGlcn132(e),Cancer4,2.6229805994205916e-12
1398,EX_MGlcn132(e),MGlcn132(e),Cancer5,1.0314972028211336e-11
1399,EX_MGlcn132(e),MGlcn132(e),Cancer6,1.7217113831323684e-07
1400,EX_MGlcn132(e),MGlcn132(e),Cancer7,1.399792882375991e-13
1401,EX_MGlcn132(e),MGlcn132(e),Cancer8,9.120299337656158e-12
1402,EX_MGlcn132(e),MGlcn132(e),Healthy1,6.159890725860569e-10
1403,EX_MGlcn132(e),MGlcn132(e),Healthy2,7.207890290817912e-14
1404,EX_MGlcn132(e),MGlcn132(e),Healthy3,1.1498468563216494e-09
1405,EX_MGlcn132(e),MGlcn132(e),Healthy4,9.575137391850051e-14
1406,EX_MGlcn132(e),MGlcn132(e),Healthy5,1.4424995255300623e-12
1407,EX_MGlcn132(e),MGlcn132(e),Healthy6,1.2855006524242311e-11
1408,EX_MGlcn132(e),MGlcn132(e),Healthy7,6.220385487492765e-14
1409,EX_MGlcn132(e),MGlcn132(e),Healthy8,3.833353365974419e-10
1410,EX_MGlcn132_rl(e),MGlcn132_rl(e),Cancer1,4.1498422549781715e-10
1411,EX_MGlcn132_rl(e),MGlcn132_rl(e),Cancer2,4.342055061143352e-13
1412,EX_MGlcn132_rl(e),MGlcn132_rl(e),Cancer3,1.0181624331237451e-11
1413,EX_MGlcn132_rl(e),MGlcn132_rl(e),Cancer4,6.667275656714399e-12
1414,EX_MGlcn132_rl(e),MGlcn132_rl(e),Cancer5,1.0941121597709544e-11
1415,EX_MGlcn132_rl(e),MGlcn132_rl(e),Cancer6,2.1697153324431068e-07
1416,EX_MGlcn132_rl(e),MGlcn132_rl(e),Cancer7,1.68672953718944e-13
1417,EX_MGlcn132_rl(e),MGlcn132_rl(e),Cancer8,5.3161312977361814e-11
1418,EX_MGlcn132_rl(e),MGlcn132_rl(e),Healthy1,8.673336707966466e-10
1419,EX_MGlcn132_rl(e),MGlcn132_rl(e),Healthy2,5.732651425062096e-14
1420,EX_MGlcn132_rl(e),MGlcn132_rl(e),Healthy3,2.0041577536273842e-09
1421,EX_MGlcn132_rl(e),MGlcn132_rl(e),Healthy4,8.750056193008355e-14
1422,EX_MGlcn132_rl(e),MGlcn132_rl(e),Healthy5,1.845944768368011e-12
1423,EX_MGlcn132_rl(e),MGlcn132_rl(e),Healthy6,1.2030228239672697e-11
1424,EX_MGlcn132_rl(e),MGlcn132_rl(e),Healthy7,2.566103898663114e-13
1425,EX_MGlcn132_rl(e),MGlcn132_rl(e),Healthy8,5.301574538796029e-10
1426,EX_MGlcn133(e),MGlcn133(e),Cancer1,7.227108276335317e-10
1427,EX_MGlcn133(e),MGlcn133(e),Cancer2,2.4897526892329384e-13
1428,EX_MGlcn133(e),MGlcn133(e),Cancer3,1.207161213519434e-11
1429,EX_MGlcn133(e),MGlcn133(e),Cancer4,5.75180758513415e-12
1430,EX_MGlcn133(e),MGlcn133(e),Cancer6,3.300073432408074e-07
1431,EX_MGlcn133(e),MGlcn133(e),Cancer7,1.7382523278573348e-13
1432,EX_MGlcn133(e),MGlcn133(e),Healthy1,4.933598910256133e-10
1433,EX_MGlcn133(e),MGlcn133(e),Healthy2,2.5024303545852504e-14
1434,EX_MGlcn133(e),MGlcn133(e),Healthy3,1.864303376222417e-10
1435,EX_MGlcn133(e),MGlcn133(e),Healthy4,7.0706025450594396e-15
1436,EX_MGlcn133(e),MGlcn133(e),Healthy5,3.3171468924038734e-13
1437,EX_MGlcn133(e),MGlcn133(e),Healthy6,1.0454493945775672e-11
1438,EX_MGlcn133(e),MGlcn133(e),Healthy7,1.5624990935675342e-13
1439,EX_MGlcn133(e),MGlcn133(e),Healthy8,1.2238575822369012e-09
1440,EX_MGlcn133_rl(e),MGlcn133_rl(e),Cancer1,1.1177176740096391e-10
1441,EX_MGlcn133_rl(e),MGlcn133_rl(e),Cancer2,1.8426531568087332e-13
1442,EX_MGlcn133_rl(e),MGlcn133_rl(e),Cancer3,7.670113756287851e-12
1443,EX_MGlcn133_rl(e),MGlcn133_rl(e),Cancer4,7.511170553160582e-12
1444,EX_MGlcn133_rl(e),MGlcn133_rl(e),Cancer5,2.672363395980332e-12
1445,EX_MGlcn133_rl(e),MGlcn133_rl(e),Cancer6,2.887241523340017e-07
1446,EX_MGlcn133_rl(e),MGlcn133_rl(e),Cancer7,3.179631086853247e-13
1447,EX_MGlcn133_rl(e),MGlcn133_rl(e),Cancer8,1.1948445254971584e-11
1448,EX_MGlcn133_rl(e),MGlcn133_rl(e),Healthy2,4.1286128209528826e-15
1449,EX_MGlcn133_rl(e),MGlcn133_rl(e),Healthy3,2.0866952580057455e-09
1450,EX_MGlcn133_rl(e),MGlcn133_rl(e),Healthy4,2.9566843187660935e-14
1451,EX_MGlcn133_rl(e),MGlcn133_rl(e),Healthy5,1.175457503826687e-12
1452,EX_MGlcn133_rl(e),MGlcn133_rl(e),Healthy6,2.6140959799528627e-12
1453,EX_MGlcn133_rl(e),MGlcn133_rl(e),Healthy7,1.159625039741028e-13
1454,EX_MGlcn133_rl(e),MGlcn133_rl(e),Healthy8,5.469237403410593e-10
1455,EX_MGlcn134(e),MGlcn134(e),Cancer1,2.827939465270238e-10
1456,EX_MGlcn134(e),MGlcn134(e),Cancer2,1.5501463676801063e-13
1457,EX_MGlcn134(e),MGlcn134(e),Cancer3,1.2754921571825941e-11
1458,EX_MGlcn134(e),MGlcn134(e),Cancer4,3.988842190663534e-12
1459,EX_MGlcn134(e),MGlcn134(e),Cancer6,3.8148800119046405e-07
1460,EX_MGlcn134(e),MGlcn134(e),Cancer7,1.2588948693693296e-13
1461,EX_MGlcn134(e),MGlcn134(e),Cancer8,2.7782956052195984e-12
1462,EX_MGlcn134(e),MGlcn134(e),Healthy1,2.479588828445374e-10
1463,EX_MGlcn134(e),MGlcn134(e),Healthy2,3.6610818036398944e-14
1464,EX_MGlcn134(e),MGlcn134(e),Healthy3,8.310646698623307e-09
1465,EX_MGlcn134(e),MGlcn134(e),Healthy4,1.0116475586784444e-15
1466,EX_MGlcn134(e),MGlcn134(e),Healthy5,4.530579913790455e-13
1467,EX_MGlcn134(e),MGlcn134(e),Healthy6,6.326742757858583e-13
1468,EX_MGlcn134(e),MGlcn134(e),Healthy7,1.272225542756027e-13
1469,EX_MGlcn134(e),MGlcn134(e),Healthy8,2.4393984422453265e-09
1470,EX_MGlcn134_rl(e),MGlcn134_rl(e),Cancer1,2.404631059339982e-10
1471,EX_MGlcn134_rl(e),MGlcn134_rl(e),Cancer2,1.841023092459829e-13
1472,EX_MGlcn134_rl(e),MGlcn134_rl(e),Cancer3,1.8780043058487884e-11
1473,EX_MGlcn134_rl(e),MGlcn134_rl(e),Cancer4,6.128209366759421e-12
1474,EX_MGlcn134_rl(e),MGlcn134_rl(e),Cancer5,2.914019021817121e-12
1475,EX_MGlcn134_rl(e),MGlcn134_rl(e),Cancer6,5.645440211301371e-07
1476,EX_MGlcn134_rl(e),MGlcn134_rl(e),Cancer7,1.1378253624522817e-13
1477,EX_MGlcn134_rl(e),MGlcn134_rl(e),Cancer8,3.196067685567185e-12
1478,EX_MGlcn134_rl(e),MGlcn134_rl(e),Healthy1,1.346952841630706e-09
1479,EX_MGlcn134_rl(e),MGlcn134_rl(e),Healthy2,1.328756519546691e-14
1480,EX_MGlcn134_rl(e),MGlcn134_rl(e),Healthy3,5.968742992145402e-10
1481,EX_MGlcn134_rl(e),MGlcn134_rl(e),Healthy4,6.918035247902522e-14
1482,EX_MGlcn134_rl(e),MGlcn134_rl(e),Healthy5,1.3963638631229194e-12
1483,EX_MGlcn134_rl(e),MGlcn134_rl(e),Healthy6,7.15738990579148e-12
1484,EX_MGlcn134_rl(e),MGlcn134_rl(e),Healthy7,2.510176783116408e-13
1485,EX_MGlcn134_rl(e),MGlcn134_rl(e),Healthy8,9.256399019008061e-10
1486,EX_MGlcn135(e),MGlcn135(e),Cancer1,9.54266619177947e-10
1487,EX_MGlcn135(e),MGlcn135(e),Cancer2,3.6040639768028397e-13
1488,EX_MGlcn135(e),MGlcn135(e),Cancer3,8.142720416904005e-12
1489,EX_MGlcn135(e),MGlcn135(e),Cancer4,1.015055233543903e-12
1490,EX_MGlcn135(e),MGlcn135(e),Cancer5,5.560243528170936e-12
1491,EX_MGlcn135(e),MGlcn135(e),Cancer6,1.664196147657636e-07
1492,EX_MGlcn135(e),MGlcn135(e),Cancer7,1.0269310815649811e-13
1493,EX_MGlcn135(e),MGlcn135(e),Cancer8,1.7800756795937987e-11
1494,EX_MGlcn135(e),MGlcn135(e),Healthy1,5.279749117150733e-10
1495,EX_MGlcn135(e),MGlcn135(e),Healthy2,6.86289597316851e-14
1496,EX_MGlcn135(e),MGlcn135(e),Healthy3,1.2283799912111798e-09
1497,EX_MGlcn135(e),MGlcn135(e),Healthy4,7.205198551073851e-14
1498,EX_MGlcn135(e),MGlcn135(e),Healthy5,1.5996851120472293e-12
1499,EX_MGlcn135(e),MGlcn135(e),Healthy6,1.6667231580841544e-11
1500,EX_MGlcn135(e),MGlcn135(e),Healthy7,1.2302216838531524e-13
1501,EX_MGlcn135(e),MGlcn135(e),Healthy8,1.2413917641821108e-09
1502,EX_MGlcn135_rl(e),MGlcn135_rl(e),Cancer1,1.5601130401797124e-10
1503,EX_MGlcn135_rl(e),MGlcn135_rl(e),Cancer2,3.3473638561033263e-13
1504,EX_MGlcn135_rl(e),MGlcn135_rl(e),Cancer3,1.2134725977527048e-11
1505,EX_MGlcn135_rl(e),MGlcn135_rl(e),Cancer4,1.727367176882008e-12
1506,EX_MGlcn135_rl(e),MGlcn135_rl(e),Cancer5,1.3302914496285451e-11
1507,EX_MGlcn135_rl(e),MGlcn135_rl(e),Cancer6,3.3742708532438507e-07
1508,EX_MGlcn135_rl(e),MGlcn135_rl(e),Cancer7,2.103747802023678e-13
1509,EX_MGlcn135_rl(e),MGlcn135_rl(e),Cancer8,6.809616026766958e-11
1510,EX_MGlcn135_rl(e),MGlcn135_rl(e),Healthy1,7.59126634399178e-10
1511,EX_MGlcn135_rl(e),MGlcn135_rl(e),Healthy2,7.033997677270266e-14
1512,EX_MGlcn135_rl(e),MGlcn135_rl(e),Healthy3,2.3308402943167455e-09
1513,EX_MGlcn135_rl(e),MGlcn135_rl(e),Healthy4,1.0588705114804098e-13
1514,EX_MGlcn135_rl(e),MGlcn135_rl(e),Healthy5,2.5075836936195672e-12
1515,EX_MGlcn135_rl(e),MGlcn135_rl(e),Healthy6,6.826111297879312e-12
1516,EX_MGlcn135_rl(e),MGlcn135_rl(e),Healthy7,3.8484712468964347e-13
1517,EX_MGlcn135_rl(e),MGlcn135_rl(e),Healthy8,1.455756013897985e-10
1518,EX_MGlcn136(e),MGlcn136(e),Cancer1,5.252748176615348e-10
1519,EX_MGlcn136(e),MGlcn136(e),Cancer2,4.0979334313563445e-13
1520,EX_MGlcn136(e),MGlcn136(e),Cancer3,1.120105076609946e-12
1521,EX_MGlcn136(e),MGlcn136(e),Cancer4,7.754524960097422e-12
1522,EX_MGlcn136(e),MGlcn136(e),Cancer5,1.2315313725363965e-11
1523,EX_MGlcn136(e),MGlcn136(e),Cancer6,1.3047455652453377e-07
1524,EX_MGlcn136(e),MGlcn136(e),Cancer7,8.254246069466157e-13
1525,EX_MGlcn136(e),MGlcn136(e),Cancer8,5.167832851536763e-11
1526,EX_MGlcn136(e),MGlcn136(e),Healthy1,7.484933034722356e-10
1527,EX_MGlcn136(e),MGlcn136(e),Healthy2,7.557224206741468e-14
1528,EX_MGlcn136(e),MGlcn136(e),Healthy3,3.6511525319330864e-09
1529,EX_MGlcn136(e),MGlcn136(e),Healthy4,7.903931616348495e-14
1530,EX_MGlcn136(e),MGlcn136(e),Healthy5,1.555617654218595e-12
1531,EX_MGlcn136(e),MGlcn136(e),Healthy6,7.472406573812613e-12
1532,EX_MGlcn136(e),MGlcn136(e),Healthy7,8.983712629986685e-14
1533,EX_MGlcn136(e),MGlcn136(e),Healthy8,1.113663767336948e-09
1534,EX_MGlcn136_rl(e),MGlcn136_rl(e),Cancer1,1.1348983470633804e-10
